sign,path
bedroom,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bedroom/05655.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/65156.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/05470.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/05474.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/05471.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/05473.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/05476.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/05467.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/05468.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/68990.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/05479.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/05475.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/05477.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/67397.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/70254.parquet
beard,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beard/05472.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05742.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05732.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05733.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/65167.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05750.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05741.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/70348.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05744.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05740.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05748.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05728.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05729.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05724.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/68007.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05743.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05739.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05736.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05747.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05735.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05730.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05749.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05737.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05734.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05746.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05731.parquet
before,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/before/05727.parquet
beer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beer/05707.parquet
beer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beer/05706.parquet
beer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beer/05709.parquet
beer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beer/05712.parquet
beer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beer/05708.parquet
beer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beer/05711.parquet
beer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beer/05705.parquet
beer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beer/65166.parquet
beer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beer/05715.parquet
beer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beer/05713.parquet
beer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beer/67402.parquet
beer,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beer/05699.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/05598.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/05600.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/65158.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/65159.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/05596.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/05605.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/05601.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/67399.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/05606.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/05595.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/05609.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/05608.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/05607.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/05599.parquet
because,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/because/05603.parquet
beautiful,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beautiful/05565.parquet
beautiful,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beautiful/05562.parquet
beautiful,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beautiful/05554.parquet
beautiful,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beautiful/05558.parquet
beautiful,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beautiful/05556.parquet
beautiful,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beautiful/05561.parquet
beautiful,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beautiful/05557.parquet
beautiful,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beautiful/05560.parquet
beautiful,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beautiful/05559.parquet
beautiful,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beautiful/05564.parquet
bee,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bee/05685.parquet
bee,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bee/05667.parquet
bee,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bee/05682.parquet
bee,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bee/05688.parquet
bee,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bee/05687.parquet
bee,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bee/05686.parquet
bee,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bee/05680.parquet
bee,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bee/05681.parquet
bee,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bee/65165.parquet
beg,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beg/05767.parquet
beg,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beg/05759.parquet
beg,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beg/65168.parquet
beg,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beg/05761.parquet
beg,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beg/05763.parquet
beg,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beg/05766.parquet
beg,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beg/05762.parquet
beg,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beg/05764.parquet
beg,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beg/05756.parquet
beg,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beg/05760.parquet
beg,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beg/05765.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/65162.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05638.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/65161.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05632.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05633.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05629.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05636.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/65163.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05634.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05643.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05642.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05628.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05637.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05639.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05644.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05631.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/67400.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05630.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05635.parquet
bed,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bed/05641.parquet
berry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/berry/65176.parquet
berry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/berry/05987.parquet
berry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/berry/05988.parquet
berry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/berry/05991.parquet
berry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/berry/05989.parquet
berry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/berry/05992.parquet
berry,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/berry/05986.parquet
below,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/below/05918.parquet
below,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/below/05914.parquet
below,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/below/05910.parquet
below,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/below/05917.parquet
below,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/below/05911.parquet
below,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/below/05920.parquet
below,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/below/05913.parquet
below,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/below/05919.parquet
below,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/below/05912.parquet
below,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/below/05915.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/05803.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/05805.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/05816.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/65169.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/67404.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/05810.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/05809.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/05806.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/05804.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/05800.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/05814.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/05808.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/05815.parquet
behind,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behind/05813.parquet
belt,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belt/05928.parquet
belt,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belt/05924.parquet
belt,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belt/67407.parquet
belt,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belt/05921.parquet
belt,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belt/05925.parquet
belt,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belt/65173.parquet
belt,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belt/05930.parquet
belt,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belt/05927.parquet
belt,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belt/05926.parquet
belt,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belt/05929.parquet
belt,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belt/05923.parquet
belt,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belt/05931.parquet
behavior,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behavior/67403.parquet
behavior,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behavior/05797.parquet
behavior,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behavior/05794.parquet
behavior,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behavior/05792.parquet
behavior,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behavior/05798.parquet
behavior,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behavior/70116.parquet
behavior,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behavior/05796.parquet
behavior,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behavior/05795.parquet
behavior,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/behavior/05793.parquet
benefit,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/benefit/05967.parquet
benefit,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/benefit/67406.parquet
benefit,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/benefit/05962.parquet
benefit,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/benefit/05964.parquet
benefit,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/benefit/05961.parquet
benefit,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/benefit/05963.parquet
benefit,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/benefit/05959.parquet
benefit,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/benefit/05965.parquet
benefit,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/benefit/65175.parquet
benefit,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/benefit/05966.parquet
benefit,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/benefit/05960.parquet
bell,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bell/05869.parquet
bell,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bell/05881.parquet
bell,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bell/05877.parquet
bell,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bell/05874.parquet
bell,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bell/05873.parquet
bell,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bell/05878.parquet
bell,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bell/05880.parquet
bell,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bell/05875.parquet
bell,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/bell/05876.parquet
believe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/believe/65170.parquet
believe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/believe/05856.parquet
believe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/believe/05858.parquet
believe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/believe/05853.parquet
believe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/believe/65171.parquet
believe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/believe/05855.parquet
believe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/believe/05854.parquet
believe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/believe/05861.parquet
believe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/believe/67405.parquet
believe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/believe/05859.parquet
believe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/believe/05857.parquet
believe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/believe/05860.parquet
believe,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/believe/05852.parquet
belief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belief/05846.parquet
belief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belief/05848.parquet
belief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belief/05845.parquet
belief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belief/05850.parquet
belief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belief/05849.parquet
belief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belief/05851.parquet
belief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belief/05847.parquet
belief,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/belief/05844.parquet
beginning,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beginning/05781.parquet
beginning,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beginning/05784.parquet
beginning,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beginning/05778.parquet
beginning,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beginning/05779.parquet
beginning,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beginning/05783.parquet
beginning,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beginning/05780.parquet
beginning,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beginning/05776.parquet
beginning,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/beginning/05782.parquet
between,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/between/65180.parquet
between,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/between/06083.parquet
between,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/between/06085.parquet
between,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/between/06077.parquet
between,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/between/06082.parquet
between,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/between/06081.parquet
between,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/between/06087.parquet
big,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/big/65182.parquet
big,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/big/06202.parquet
big,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/big/06199.parquet
big,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/big/06176.parquet
big,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/big/06200.parquet
big,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/big/69231.parquet
big,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/big/06193.parquet
big,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/big/65183.parquet
big,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/big/06196.parquet
big,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/big/06194.parquet
big,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/big/06195.parquet
big,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/big/06192.parquet
best,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/best/06027.parquet
best,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/best/06021.parquet
best,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/best/06023.parquet
best,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/best/06025.parquet
best,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/best/06024.parquet
best,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/best/06029.parquet
best,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/best/06022.parquet
best,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/best/06014.parquet
best,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/best/06028.parquet
best,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/best/06026.parquet
better,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/better/65179.parquet
better,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/better/06067.parquet
better,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/better/06068.parquet
better,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/better/06062.parquet
better,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/better/06069.parquet
better,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/better/06066.parquet
better,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/better/06075.parquet
better,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/better/06074.parquet
better,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/better/06070.parquet
better,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/better/06073.parquet
better,/content/drive/My Drive/WLASL parquet/landmarks_files_(alphabatically)/WLASL_300/better/06071.parquet
